frequency	power
1418.9	0.0006465663862179308
1418.9029296875	0.0006213792836486676
1418.905859375	0.0005508287658128105
1418.9087890625	0.0005329168178535849
1418.91171875	0.0005705234376387015
1418.9146484375	0.0005907439524033967
1418.917578125	0.0005543623108503094
1418.9205078125	0.0004933343457328797
1418.9234375	0.0005400983140368301
1418.9263671875	0.0004351972758345684
1418.929296875	0.00043379934053907205
1418.9322265625	0.0004427039054593216
1418.93515625	0.0004990356881716951
1418.9380859375	0.0005210808885272211
1418.941015625	0.0004932447550744388
1418.9439453125	0.0005084248599957101
1418.946875	0.0004970626539892998
1418.9498046875	0.00045307885412816353
1418.952734375	0.00047764293294819593
1418.9556640625	0.0004626313219276054
1418.95859375	0.0005291292454118745
1418.9615234375	0.000537427621538581
1418.964453125	0.0005095788267115652
1418.9673828125	0.0004780713654532484
1418.9703125	0.00045782249474334214
1418.9732421875	0.00046073926394623975
1418.976171875	0.0004599874993675698
1418.9791015625	0.0005457833164936585
1418.98203125	0.0005129060024135565
1418.9849609375	0.0004780336944791579
1418.987890625	0.000511542392163652
1418.9908203125	0.0005240997505316025
1418.99375	0.0005439227030119045
1418.9966796875	0.0006422141062631794
1418.999609375	0.0005999859117530148
1419.0025390625	0.0005798925225641759
1419.00546875	0.0005583719103997594
1419.0083984375	0.0006374315793914291
1419.011328125	0.0007353271015310812
1419.0142578125	0.0006554448034755019
1419.0171875	0.0006303103496141882
1419.0201171875	0.0006699933053896637
1419.023046875	0.0007036377568136057
1419.0259765625	0.0007444721106012968
1419.02890625	0.0007542837484415451
1419.0318359375	0.0007408297462293042
1419.034765625	0.0007380335792018002
1419.0376953125	0.0007605199866291669
1419.040625	0.000873812110668763
1419.0435546875	0.0008805254041186089
1419.046484375	0.0008528361027398088
1419.0494140625	0.0009223914205913182
1419.05234375	0.0010327574852468577
1419.0552734375	0.0010750034580010491
1419.058203125	0.0008791404806449219
1419.0611328125	0.000847185021817687
1419.0640625	0.000991948188498509
1419.0669921875	0.0010157968910688086
1419.069921875	0.0011489092776751217
1419.0728515625	0.0011201919233910851
1419.07578125	0.0011048994773708105
1419.0787109375	0.0012081309193117432
1419.081640625	0.0012843295096803238
1419.0845703125	0.0013820395937131445
1419.0875	0.0013648426571733487
1419.0904296875	0.0012373413281118854
1419.093359375	0.001292789532599615
1419.0962890625	0.0012802181324146954
1419.09921875	0.0011922087226591384
1419.1021484375	0.0013410801283186369
1419.105078125	0.0014097678373841559
1419.1080078125	0.0014713263486142232
1419.1109375	0.0014709027719342386
1419.1138671875	0.0015141833899808097
1419.116796875	0.001437569539581587
1419.1197265625	0.0015187666886954982
1419.12265625	0.0016304869973267336
1419.1255859375	0.001649589660877988
1419.128515625	0.0017937286019720498
1419.1314453125	0.0016896193153342362
1419.134375	0.0017574644116063508
1419.1373046875	0.0018617536882848766
1419.140234375	0.0017343459308543773
1419.1431640625	0.0018200219035946178
1419.14609375	0.0020064359708638958
1419.1490234375	0.0018713868293887535
1419.151953125	0.0018577205583429905
1419.1548828125	0.0019188809462625364
1419.1578125	0.0019880192899710543
1419.1607421875	0.002233574821644956
1419.163671875	0.00219501422314651
1419.1666015625	0.0021587261774890275
1419.16953125	0.002048712066682755
1419.1724609375	0.0022118750864771426
1419.175390625	0.0022643937019406306
1419.1783203125	0.0022369626288349658
1419.18125	0.00277647480651504
1419.1841796875	0.0026520809449435316
1419.187109375	0.0025362956104142374
1419.1900390625	0.0026996006067370433
1419.19296875	0.00279331204631372
1419.1958984375	0.0027439174730887017
1419.198828125	0.002720850148520711
1419.2017578125	0.0029242591016441478
1419.2046875	0.0030045149380314366
1419.2076171875	0.0029004311915637824
1419.210546875	0.002691929054184643
1419.2134765625	0.003083198145148974
1419.21640625	0.003444886724411131
1419.2193359375	0.0034547815883026337
1419.222265625	0.0032798616309396874
1419.2251953125	0.0033163647426340285
1419.228125	0.003187071740292861
1419.2310546875	0.0031532376144659696
1419.233984375	0.002980693205426135
1419.2369140625	0.003281309438740201
1419.23984375	0.003397287083746344
1419.2427734375	0.003366493434025557
1419.245703125	0.003658800826237681
1419.2486328125	0.0037717835523074215
1419.2515625	0.0037515959716949506
1419.2544921875	0.0034078477106899113
1419.257421875	0.003058966775726106
1419.2603515625	0.003054833633478553
1419.26328125	0.00328723666052932
1419.2662109375	0.0037198878126739024
1419.269140625	0.004321500861902992
1419.2720703125	0.004179684199623606
1419.275	0.003672448187130099
1419.2779296875	0.003861475072742732
1419.280859375	0.004227576888638743
1419.2837890625	0.0037806270186589723
1419.28671875	0.004088041494399013
1419.2896484375	0.004624691597839664
1419.292578125	0.004424253727904809
1419.2955078125	0.004632506581977473
1419.2984375	0.0047601070339099135
1419.3013671875	0.004538184716521431
1419.304296875	0.0044291549247543836
1419.3072265625	0.004332801418136388
1419.31015625	0.004280489987007101
1419.3130859375	0.0046582446553315
1419.316015625	0.004645201707394996
1419.3189453125	0.005171721063958564
1419.321875	0.004985088765942689
1419.3248046875	0.004604497158534668
1419.327734375	0.004965601670322199
1419.3306640625	0.004852772730031814
1419.33359375	0.004723139968991217
1419.3365234375	0.004394150705840203
1419.339453125	0.005051240007210742
1419.3423828125	0.005172837483924599
1419.3453125	0.004779753370971306
1419.3482421875	0.005092221356555472
1419.351171875	0.005377581556212177
1419.3541015625	0.005312779018274886
1419.35703125	0.004828374106964501
1419.3599609375	0.0045695383010890735
1419.362890625	0.0043503819802478095
1419.3658203125	0.0047372702217746785
1419.36875	0.004756206097468732
1419.3716796875	0.004918557951613759
1419.374609375	0.005004351544761132
1419.3775390625	0.004802784738849943
1419.38046875	0.005238911176889943
1419.3833984375	0.0055707318544402865
1419.386328125	0.005483963220582824
1419.3892578125	0.005525581810608249
1419.3921875	0.005179488898314869
1419.3951171875	0.00540509770329621
1419.398046875	0.005529047811825789
1419.4009765625	0.005666799607724836
1419.40390625	0.005900799362334019
1419.4068359375	0.005847779247570025
1419.409765625	0.00596488082762151
1419.4126953125	0.005727726463240273
1419.415625	0.005381015567800321
1419.4185546875	0.005495703050478903
1419.421484375	0.00556822414536705
1419.4244140625	0.005851549414840379
1419.42734375	0.006035424463210507
1419.4302734375	0.005551210409495826
1419.433203125	0.006141950353845307
1419.4361328125	0.006080851567691386
1419.4390625	0.005697738490792511
1419.4419921875	0.00604707431356107
1419.444921875	0.006442438046673207
1419.4478515625	0.0058691274471877495
1419.45078125	0.005755372222374483
1419.4537109375	0.005544138923895419
1419.456640625	0.005456675292898907
1419.4595703125	0.005588067056252659
1419.4625	0.005182272619117818
1419.4654296875	0.005501102085830487
1419.468359375	0.0061614678045670305
1419.4712890625	0.006650141933424835
1419.47421875	0.006299915058604125
1419.4771484375	0.00577705030271174
1419.480078125	0.005610919338155311
1419.4830078125	0.005599930911295104
1419.4859375	0.005534746595800906
1419.4888671875	0.00672400542447997
1419.491796875	0.006516899149880657
1419.4947265625	0.006082231426927336
1419.49765625	0.005248585024773713
1419.5005859375	0.0059317591762066725
1419.503515625	0.0062421754752652265
1419.5064453125	0.005746676381648464
1419.509375	0.006053550429956492
1419.5123046875	0.006155130572595604
1419.515234375	0.006388117491232303
1419.5181640625	0.006257798809770187
1419.52109375	0.00612904262821638
1419.5240234375	0.006188845757168729
1419.526953125	0.005832132889844624
1419.5298828125	0.005903530687254562
1419.5328125	0.005898270358793352
1419.5357421875	0.006538764516467971
1419.538671875	0.006821795644446647
1419.5416015625	0.005932560652155176
1419.54453125	0.006073343723398082
1419.5474609375	0.006497729768842928
1419.550390625	0.00667377955996606
1419.5533203125	0.006138806108617918
1419.55625	0.006110096578262923
1419.5591796875	0.005985372550972235
1419.562109375	0.006005913731010125
1419.5650390625	0.006224500718341901
1419.56796875	0.005635501770109882
1419.5708984375	0.005904674877432876
1419.573828125	0.006415357125109654
1419.5767578125	0.006228738091160573
1419.5796875	0.005875024054737288
1419.5826171875	0.005517351608690643
1419.585546875	0.006055319635272307
1419.5884765625	0.006268212657581101
1419.59140625	0.006434905550071358
1419.5943359375	0.006061070391274442
1419.597265625	0.005982736048852813
1419.6001953125	0.005374902533521945
1419.603125	0.005982193445132523
1419.6060546875	0.006066969031882697
1419.608984375	0.005951687882815093
1419.6119140625	0.006055125095905635
1419.61484375	0.006393178664408835
1419.6177734375	0.0063157476245452124
1419.620703125	0.006552982221810185
1419.6236328125	0.00640845216907427
1419.6265625	0.006058775070927508
1419.6294921875	0.0061695994375333355
1419.632421875	0.0058332622268519475
1419.6353515625	0.006095073972012897
1419.63828125	0.006725043701388141
1419.6412109375	0.007058153587124038
1419.644140625	0.006531319628878244
1419.6470703125	0.006263936083280515
1419.65	0.005647591444082152
1419.6529296875	0.005940704824384557
1419.655859375	0.006610097022853168
1419.6587890625	0.006744985833807571
1419.66171875	0.006901797305776147
1419.6646484375	0.006805437085102247
1419.667578125	0.006233454688559239
1419.6705078125	0.006363429941057957
1419.6734375	0.006255107603956661
1419.6763671875	0.006635063596471046
1419.679296875	0.006751048372485126
1419.6822265625	0.007209453757588334
1419.68515625	0.006636100799371575
1419.6880859375	0.00589479003621465
1419.691015625	0.0064965486547838075
1419.6939453125	0.006657856313534153
1419.696875	0.006459320329600235
1419.6998046875	0.006664785734339927
1419.702734375	0.00684729891749993
1419.7056640625	0.006806252585202004
1419.70859375	0.006710127885305228
1419.7115234375	0.007013020017964967
1419.714453125	0.006752687291445744
1419.7173828125	0.005766159458701356
1419.7203125	0.005969247214915055
1419.7232421875	0.006637768450487833
1419.726171875	0.006120709766831981
1419.7291015625	0.005424803208502376
1419.73203125	0.0054197508200043145
1419.7349609375	0.00562426445407608
1419.737890625	0.006354074632055602
1419.7408203125	0.0067330287886166055
1419.74375	0.0063966272720875775
1419.7466796875	0.006749871935117205
1419.749609375	0.006978934060535415
1419.7525390625	0.006344608066581438
1419.75546875	0.006578809545079378
1419.7583984375	0.006504271594359044
1419.761328125	0.0059174684532984296
1419.7642578125	0.006289794664403686
1419.7671875	0.006620986907151292
1419.7701171875	0.007083765146654979
1419.773046875	0.006640130475362197
1419.7759765625	0.006363588969353935
1419.77890625	0.006678228732517329
1419.7818359375	0.006516085590389152
1419.784765625	0.005983375895000134
1419.7876953125	0.006280787088032
1419.790625	0.006185132876354086
1419.7935546875	0.006688809480407303
1419.796484375	0.006977682253926736
1419.7994140625	0.0063724615761441535
1419.80234375	0.00603077296734352
1419.8052734375	0.006390130860804651
1419.808203125	0.006521333029804115
1419.8111328125	0.006362483006969489
1419.8140625	0.005589116922313276
1419.8169921875	0.006469582573915712
1419.819921875	0.007033327459711544
1419.8228515625	0.006226114682932044
1419.82578125	0.006565493208252842
1419.8287109375	0.006459580077323914
1419.831640625	0.007050282261052329
1419.8345703125	0.007006720377053443
1419.8375	0.0067090906326111935
1419.8404296875	0.006730218633384129
1419.843359375	0.007025676828075443
1419.8462890625	0.006787203256332715
1419.84921875	0.006532532450268501
1419.8521484375	0.0058490212277692594
1419.855078125	0.006123295983981198
